rank,bgg_url,game_id,name,min_players,max_players,gameplay_time,min_time,max_time,release_year,num_votes,image_url,age,mechanic,sales_last_month_thousands,category,designer,weight
751,https://boardgamegeek.com/boardgame/19999/aton,19999,Aton,2,2,30,30,30,2005,2952,https://cf.geekdo-images.com/images/pic292166.jpg,8,"Area Control / Area Influence, Hand Management, Simultaneous Action Selection",8.279268,Ancient,Thorsten Gimmler,2.1077
756,https://boardgamegeek.com/boardgame/22484/ingenious-travel-edition,22484,Ingenious: Travel Edition,2,2,30,30,30,2006,1738,https://cf.geekdo-images.com/images/pic254406.jpg,10,"Hand Management, Pattern Building, Tile Placement",7.14205,Abstract Strategy,Reiner Knizia,1.8544
762,https://boardgamegeek.com/boardgame/143405/sylvion,143405,Sylvion,1,2,30,30,30,2015,1408,https://cf.geekdo-images.com/images/pic2402894.png,10,"Card Drafting, Co-operative Play, Grid Movement, Hand Management",7.3021,"Animals, Card Game, Environmental, Fantasy",Shadi Torbey,2.0317
771,https://boardgamegeek.com/boardgame/127024/room-25,127024,Room 25,1,6,30,30,30,2013,3703,https://cf.geekdo-images.com/images/pic3046708.jpg,13,"Action / Movement Programming, Co-operative Play, Grid Movement, Memory, Modular Board, Partnerships, Player Elimination, Simultaneous Action Selection",8.211096,"Bluffing, Deduction, Exploration, Horror, Maze, Negotiation, Science Fiction",François Rouz_,1.9227
775,https://boardgamegeek.com/boardgame/40270/call-cthulhu-card-game,40270,Call of Cthulhu: The Card Game,2,2,30,30,30,2008,2662,https://cf.geekdo-images.com/images/pic1929811.jpg,13,"Card Drafting, Hand Management",8.371308,"Card Game, Collectible Components, Fantasy, Horror, Novel-based","Nate French, Eric M. Lang",2.8889
776,https://boardgamegeek.com/boardgame/3072/necromunda,3072,Necromunda,2,4,30,30,30,1995,1573,https://cf.geekdo-images.com/images/pic1518402.jpg,12,"Dice Rolling, Modular Board, Role Playing, Secret Unit Deployment, Variable Player Powers",7.26019,"Fighting, Miniatures, Science Fiction, Wargame","Andy Chambers, Jervis Johnson, Rick Priestley",3.0719
778,https://boardgamegeek.com/boardgame/9446/blue-moon,9446,Blue Moon,2,2,30,30,30,2004,5019,https://cf.geekdo-images.com/images/pic174185.jpg,12,"Auction/Bidding, Hand Management, Variable Player Powers",7.428234,"Card Game, Fantasy, Fighting",Reiner Knizia,2.1713
782,https://boardgamegeek.com/boardgame/203427/fabled-fruit,203427,Fabled Fruit,2,5,30,20,30,2016,1475,https://cf.geekdo-images.com/images/pic3086825.jpg,8,"Set Collection, Worker Placement",7.21374,"Animals, Card Game",Friedemann Friese,1.5484
783,https://boardgamegeek.com/boardgame/15512/diamant,15512,Diamant,3,8,30,30,30,2005,5104,https://cf.geekdo-images.com/images/pic2337170.jpg,8,"Press Your Luck, Simultaneous Action Selection",6.74189,"Adventure, Bluffing","Bruno Faidutti, Alan R. Moon",1.1185
786,https://boardgamegeek.com/boardgame/9220/saboteur,9220,Saboteur,3,10,30,30,30,2004,16705,https://cf.geekdo-images.com/images/pic2602139.jpg,8,"Hand Management, Partnerships, Route/Network Building, Take That",6.63719,"Bluffing, Card Game, Exploration, Party Game",Fr_deric Moyersoen,1.3357
792,https://boardgamegeek.com/boardgame/220/high-society,220,High Society,3,5,30,15,30,1995,4355,https://cf.geekdo-images.com/images/pic1513386.jpg,10,Auction/Bidding,7.441841,Card Game,Reiner Knizia,1.5499
799,https://boardgamegeek.com/boardgame/19237/cah-n-gun,19237,Ca$h 'n Gun$,4,6,30,30,30,2005,8772,https://cf.geekdo-images.com/images/pic87523.jpg,10,"Player Elimination, Simultaneous Action Selection, Variable Player Powers",7.324746,"Bluffing, Card Game, Fighting, Humor, Mafia, Negotiation, Party Game",Ludovic Maublanc,1.2777
802,https://boardgamegeek.com/boardgame/139030/mascarade,139030,Mascarade,2,13,30,30,30,2013,6192,https://cf.geekdo-images.com/images/pic1762410.jpg,10,"Memory, Variable Player Powers",6.71725,"Bluffing, Medieval, Party Game",Bruno Faidutti,1.5195
812,https://boardgamegeek.com/boardgame/3284/star-wars-epic-duels,3284,Star Wars: Epic Duels,2,6,30,30,30,2002,2695,https://cf.geekdo-images.com/images/pic1248093.jpg,10,"Campaign / Battle Card Driven, Player Elimination, Roll / Spin and Move, Variable Player Powers",8.368896,"Fighting, Miniatures, Movies / TV / Radio theme, Science Fiction","Rob Daviau, Craig Van Ness",1.7619
817,https://boardgamegeek.com/boardgame/142079/space-cadets-dice-duel,142079,Space Cadets: Dice Duel,4,8,30,30,30,2013,2446,https://cf.geekdo-images.com/images/pic1650556.png,12,"Action / Movement Programming, Dice Rolling, Grid Movement, Partnerships",8.312772,"Dice, Fighting, Party Game, Real-time, Science Fiction, Space Exploration","Geoff Engelstein, Sydney Engelstein",2.0737
825,https://boardgamegeek.com/boardgame/5716/balloon-cup,5716,Balloon Cup,2,2,30,30,30,2003,5127,https://cf.geekdo-images.com/images/pic63292.jpg,8,"Hand Management, Set Collection",6.71024,"Aviation / Flight, Card Game",Stephen Glenn,1.4604
838,https://boardgamegeek.com/boardgame/2842/transamerica,2842,TransAmerica,2,6,30,30,30,2001,6779,https://cf.geekdo-images.com/images/pic158561.jpg,13,Route/Network Building,6.66444,"Trains, Transportation",Franz-Benno Delonge,1.3603
844,https://boardgamegeek.com/boardgame/1403/turn-tide,1403,Turn the Tide,3,5,30,30,30,1997,3159,https://cf.geekdo-images.com/images/pic725351.jpg,10,"Hand Management, Simultaneous Action Selection",8.17038,Card Game,Stefan Dorra,1.5365
861,https://boardgamegeek.com/boardgame/24827/traders-osaka,24827,Traders of Osaka,2,4,30,30,30,2006,2371,https://cf.geekdo-images.com/images/pic2375943.png,12,"Commodity Speculation, Hand Management, Set Collection",6.88098,"Ancient, Card Game, Economic",Susumu Kawasaki,2.0464
862,https://boardgamegeek.com/boardgame/94104/omen-reign-war,94104,Omen: A Reign of War,2,2,30,30,30,2011,1032,https://cf.geekdo-images.com/images/pic938454.jpg,12,"Area Control / Area Influence, Card Drafting, Hand Management, Variable Player Powers",7.40591,"Ancient, Card Game, Fantasy, Mythology",John Clowdus,2.3483
885,https://boardgamegeek.com/boardgame/29937/konig-von-siam,29937,K_nig von Siam,2,4,30,30,30,2007,1948,https://cf.geekdo-images.com/images/pic261132.jpg,12,"Area Control / Area Influence, Hand Management, Partnerships",6.92958,Political,Peer Sylvester,2.7166
890,https://boardgamegeek.com/boardgame/158900/samurai-spirit,158900,Samurai Spirit,1,7,30,30,30,2014,2711,https://cf.geekdo-images.com/images/pic2012135.jpg,9,"Co-operative Play, Partnerships, Variable Player Powers",7.510404,Fighting,Antoine Bauza,2.1269
910,https://boardgamegeek.com/boardgame/14254/pitchcar-mini,14254,PitchCar Mini,2,8,30,30,30,2003,1711,https://cf.geekdo-images.com/images/pic58034.jpg,6,none,6.98156,"Action / Dexterity, Racing",Jean du Poïl,1.1507
913,https://boardgamegeek.com/boardgame/138233/ascension-rise-vigil,138233,Ascension: Rise of Vigil,2,4,30,30,30,2013,1238,https://cf.geekdo-images.com/images/pic1937190.jpg,13,"Card Drafting, Deck / Pool Building, Hand Management",8.680836,"Card Game, Fantasy",Justin Gary,2.3065
914,https://boardgamegeek.com/boardgame/111417/great-heartland-hauling-co,111417,The Great Heartland Hauling Co.,2,4,30,30,30,2013,1675,https://cf.geekdo-images.com/images/pic1350080.jpg,10,"Hand Management, Modular Board, Pick-up and Deliver",7.0053,Transportation,Jason Kotarski,1.8776
924,https://boardgamegeek.com/boardgame/201/rose-king,201,The Rose King,2,2,30,30,30,1997,2392,https://cf.geekdo-images.com/images/pic2855891.jpg,10,"Grid Movement, Hand Management",8.184468,"Abstract Strategy, Medieval",Dirk Henn,1.9766
932,https://boardgamegeek.com/boardgame/116/guillotine,116,Guillotine,2,5,30,30,30,1998,15473,https://cf.geekdo-images.com/images/pic143139.jpg,12,Hand Management,7.190106,"Card Game, Humor",Paul Peterson,1.2726
935,https://boardgamegeek.com/boardgame/8129/sluff,8129,Sluff Off!,3,5,30,30,30,2003,1869,https://cf.geekdo-images.com/images/pic3077195.jpg,10,Trick-taking,6.90693,Card Game,Stefan Dorra,1.8571
955,https://boardgamegeek.com/boardgame/9910/wings-war-watch-your-back,9910,Wings of War: Watch Your Back!,2,4,30,30,30,2005,1700,https://cf.geekdo-images.com/images/pic41244.jpg,10,"Action / Movement Programming, Player Elimination, Simulation, Simultaneous Action Selection",8.378268,"Aviation / Flight, Card Game, Wargame, World War I","Andrea Angiolino, Pier Giorgio Paglia",1.7083
961,https://boardgamegeek.com/boardgame/28089/chateau-roquefort,28089,Ch_teau Roquefort,2,4,30,30,30,2007,1964,https://cf.geekdo-images.com/images/pic494788.jpg,6,"Action Point Allowance System, Memory",7.54127,"Animals, Children's Game, Maze, Memory","Jens-Peter Schliemann, Bernhard Weber",1.5896
969,https://boardgamegeek.com/boardgame/18745/sun-tzu,18745,Sun Tzu,2,2,30,30,30,2005,1412,https://cf.geekdo-images.com/images/pic2210749.jpg,10,"Area Control / Area Influence, Area Movement, Simultaneous Action Selection",8.475216,Ancient,Al Newman,2.0976
973,https://boardgamegeek.com/boardgame/4396/odins-ravens,4396,Odin's Ravens,2,2,30,30,30,2002,3343,https://cf.geekdo-images.com/images/pic63287.jpg,10,Hand Management,8.020728,"Animals, Card Game, Mythology, Racing",Thorsten Gimmler,1.6798
976,https://boardgamegeek.com/boardgame/116954/indigo,116954,Indigo,2,4,30,30,30,2012,1939,https://cf.geekdo-images.com/images/pic1195319.jpg,8,"Point to Point Movement, Route/Network Building, Tile Placement",7.54798,Abstract Strategy,Reiner Knizia,1.5115
978,https://boardgamegeek.com/boardgame/494/ave-caesar,494,Ave Caesar,2,6,30,30,30,1989,3837,https://cf.geekdo-images.com/images/pic125581.jpg,12,Hand Management,7.963716,"Ancient, Racing",Wolfgang Riedesser,1.3712
999,https://boardgamegeek.com/boardgame/15511/fjords,15511,Fjords,2,2,30,30,30,2005,2687,https://cf.geekdo-images.com/images/pic250459.jpg,8,"Area Control / Area Influence, Tile Placement",6.71551,"Abstract Strategy, Medieval, Territory Building",Franz-Benno Delonge,1.7177
1010,https://boardgamegeek.com/boardgame/619/bottle-imp,619,The Bottle Imp,2,4,30,30,30,1995,2383,https://cf.geekdo-images.com/images/pic777628.jpg,10,Trick-taking,6.7435,Card Game,Gônter Cornett,1.905
1023,https://boardgamegeek.com/boardgame/157026/ascension-realms-unraveled,157026,Ascension: Realms Unraveled,1,4,30,30,30,2014,686,https://cf.geekdo-images.com/images/pic2054959.png,13,"Card Drafting, Deck / Pool Building, Hand Management",7.70063,"Card Game, Fantasy",Justin Gary,2.1304
1032,https://boardgamegeek.com/boardgame/6779/ark-covenant,6779,The Ark of the Covenant,2,5,30,30,30,2003,1391,https://cf.geekdo-images.com/images/pic32152.jpg,8,"Area Control / Area Influence, Tile Placement",6.98599,"Ancient, City Building, Religious","Ursula Stephan, Klaus-Jôrgen Wrede",1.9231
1036,https://boardgamegeek.com/boardgame/2397/backgammon,2397,Backgammon,2,2,30,30,30,-3000,9011,https://cf.geekdo-images.com/images/pic55221.jpg,8,"Betting/Wagering, Roll / Spin and Move",6.52477,"Abstract Strategy, Dice",(Uncredited),2.0302
1037,https://boardgamegeek.com/boardgame/46396/ubongo-3d,46396,Ubongo 3D,2,4,30,30,30,2009,1054,https://cf.geekdo-images.com/images/pic587060.jpg,10,none,7.17252,"Puzzle, Real-time",Grzegorz Rejchtman,2.0135
1048,https://boardgamegeek.com/boardgame/4636/clans,4636,Clans,2,4,30,30,30,2002,4380,https://cf.geekdo-images.com/images/pic45858.jpg,10,"Area Control / Area Influence, Area Enclosure",7.221599,"Abstract Strategy, Bluffing, Deduction, Prehistoric",Leo Colovini,2.0312
1050,https://boardgamegeek.com/boardgame/169611/love-letter-hobbit-battle-five-armies,169611,Love Letter: The Hobbit ? The Battle of the Five Armies,2,4,30,20,30,2015,1052,https://cf.geekdo-images.com/images/pic2293327.jpg,8,"Hand Management, Player Elimination",7.945168,"Card Game, Deduction",Seiji Kanai,1.3095
1055,https://boardgamegeek.com/boardgame/124172/tsuro-seas,124172,Tsuro of the Seas,2,8,30,30,30,2012,3643,https://cf.geekdo-images.com/images/pic1301853.jpg,8,"Dice Rolling, Player Elimination, Route/Network Building, Tile Placement",6.62637,"Abstract Strategy, Nautical","Tom McMurchie, Jordan Weisman",1.44
1063,https://boardgamegeek.com/boardgame/903/hamsterrolle,903,Hamsterrolle,2,4,30,30,30,2000,1669,https://cf.geekdo-images.com/images/pic1126660.jpg,7,Partnerships,6.8431,Action / Dexterity,Jacques Zeimet,1.0789
1097,https://boardgamegeek.com/boardgame/113289/snake-oil,113289,Snake Oil,3,10,30,30,30,2010,1743,https://cf.geekdo-images.com/images/pic1633160.jpg,10,"Acting, Hand Management, Storytelling",7.507753,"Card Game, Humor, Party Game",Jeff Ochs,1.1714
1106,https://boardgamegeek.com/boardgame/118695/riff-raff,118695,Riff Raff,2,4,30,30,30,2012,1246,https://cf.geekdo-images.com/images/pic1214056.jpg,8,none,6.98894,"Action / Dexterity, Party Game, Pirates",Christoph Cantzler,1.2319
1110,https://boardgamegeek.com/boardgame/75358/paris-connection,75358,Paris Connection,3,6,30,30,30,2010,1645,https://cf.geekdo-images.com/images/pic1266518.png,8,"Route/Network Building, Stock Holding",7.482838,"Economic, Trains",David V. H. Peters,1.8372
1128,https://boardgamegeek.com/boardgame/1198/set,1198,SET,2,20,30,30,30,1988,7960,https://cf.geekdo-images.com/images/pic73045.jpg,6,"Pattern Recognition, Set Collection",7.785348,"Card Game, Puzzle, Real-time",Marsha J. Falco,1.7027
1131,https://boardgamegeek.com/boardgame/29223/marrakech,29223,Marrakech,2,4,30,30,30,2007,2103,https://cf.geekdo-images.com/images/pic3488227.jpg,6,"Area Control / Area Influence, Roll / Spin and Move, Tile Placement",7.378514,Arabian,Dominique Ehrhard,1.3825
1139,https://boardgamegeek.com/boardgame/112686/epic-spell-wars-battle-wizards-duel-mt-skullzfyre,112686,Epic Spell Wars of the Battle Wizards: Duel at Mt. Skullzfyre,2,6,30,30,30,2012,3428,https://cf.geekdo-images.com/images/pic1170265.jpg,15,"Dice Rolling, Hand Management, Take That",7.321633,"Fantasy, Fighting, Humor","Rob Heinsoo, Cory Jones",1.6
1144,https://boardgamegeek.com/boardgame/171726/project-elite,171726,Project: ELITE,1,4,30,30,30,2016,575,https://cf.geekdo-images.com/images/pic2853683.jpg,12,"Co-operative Play, Dice Rolling, Grid Movement, Variable Player Powers",7.8111,"Fighting, Miniatures, Real-time, Science Fiction","Konstantinos Kokkinis, Sotirios Tsantilas",2.35
1147,https://boardgamegeek.com/boardgame/127997/qin,127997,Qin,2,4,30,30,30,2012,1580,https://cf.geekdo-images.com/images/pic1405247.jpg,8,"Area Control / Area Influence, Area Enclosure, Hand Management, Tile Placement",8.175288,"Abstract Strategy, Ancient, Territory Building",Reiner Knizia,2.0263
1161,https://boardgamegeek.com/boardgame/49/mamma-mia,49,Mamma Mia!,2,5,30,30,30,1999,4847,https://cf.geekdo-images.com/images/pic2824027.jpg,10,"Hand Management, Memory",7.786716,Card Game,Uwe Rosenberg,1.3629
1168,https://boardgamegeek.com/boardgame/1234/once-upon-time-storytelling-card-game,1234,Once Upon a Time: The Storytelling Card Game,2,6,30,30,30,1993,6271,https://cf.geekdo-images.com/images/pic1494028.jpg,8,"Hand Management, Storytelling, Voting",7.765188,"Card Game, Humor, Party Game, Real-time","Richard Lambert, Andrew Rilstone, James Wallis",1.3969
1176,https://boardgamegeek.com/boardgame/104581/panic-wall-street,104581,Panic on Wall Street!,3,11,30,30,30,2011,1113,https://cf.geekdo-images.com/images/pic1444145.jpg,8,"Auction/Bidding, Commodity Speculation, Dice Rolling, Player Elimination, Stock Holding",8.418768,"Economic, Negotiation, Real-time",Britton Roney,1.6706
1178,https://boardgamegeek.com/boardgame/66171/dragonheart,66171,Dragonheart,2,2,30,30,30,2010,2607,https://cf.geekdo-images.com/images/pic829248.jpg,13,Hand Management,7.267601,"Bluffing, Card Game, Fantasy, Fighting",Rôdiger Dorn,1.3673
1179,https://boardgamegeek.com/boardgame/30367/perry-rhodan-cosmic-league,30367,Perry Rhodan: The Cosmic League,2,2,30,30,30,2007,1503,https://cf.geekdo-images.com/images/pic737942.jpg,10,"Hand Management, Pick-up and Deliver, Roll / Spin and Move",8.14512,"Card Game, Economic, Science Fiction",Heinrich Glumpler,1.952
1182,https://boardgamegeek.com/boardgame/398/wildlife-safari,398,Wildlife Safari,2,5,30,20,30,1994,2479,https://cf.geekdo-images.com/images/pic2259389.jpg,7,"Hand Management, Stock Holding",7.936524,"Animals, Card Game",Reiner Knizia,1.297
1188,https://boardgamegeek.com/boardgame/1107/nyet,1107,Nyet!,2,5,30,30,30,1997,1325,https://cf.geekdo-images.com/images/pic2592080.jpg,10,"Hand Management, Trick-taking",6.85863,Card Game,Stefan Dorra,1.9125
1197,https://boardgamegeek.com/boardgame/19764/punct,19764,PÊNCT,2,2,30,30,30,2005,1345,https://cf.geekdo-images.com/images/pic3324185.jpg,10,Route/Network Building,8.222832,Abstract Strategy,Kris Burm,2.7417
1218,https://boardgamegeek.com/boardgame/144864/ascension-darkness-unleashed,144864,Ascension: Darkness Unleashed,1,2,30,30,30,2013,614,https://cf.geekdo-images.com/images/pic2056871.jpg,13,"Card Drafting, Deck / Pool Building, Hand Management",8.30973,"Card Game, Fantasy",Justin Gary,2.32
1226,https://boardgamegeek.com/boardgame/34585/keltis,34585,Keltis,2,4,30,30,30,2008,4409,https://cf.geekdo-images.com/images/pic382457.jpg,10,"Hand Management, Point to Point Movement, Set Collection",6.45808,Card Game,Reiner Knizia,1.6472
1228,https://boardgamegeek.com/boardgame/54307/chronicle,54307,Chronicle,3,6,30,30,30,2009,1349,https://cf.geekdo-images.com/images/pic1512140.jpg,12,"Set Collection, Trick-taking",8.21436,"Card Game, Fantasy",Seiji Kanai,2
1232,https://boardgamegeek.com/boardgame/150145/skull-king,150145,Skull King,2,6,30,30,30,2013,860,https://cf.geekdo-images.com/images/pic1886632.png,8,Trick-taking,8.604864,"Card Game, Pirates","Brent Beck, Apryl Stott",1.8182
1238,https://boardgamegeek.com/boardgame/151247/greed,151247,Greed,2,5,30,30,30,2014,1421,https://cf.geekdo-images.com/images/pic1949247.jpg,10,"Card Drafting, Hand Management, Memory, Simultaneous Action Selection",6.79633,"Card Game, Mafia",Donald X. Vaccarino,2.0123
1243,https://boardgamegeek.com/boardgame/10997/boomtown,10997,Boomtown,3,5,30,30,30,2004,2450,https://cf.geekdo-images.com/images/pic49310.jpg,10,"Auction/Bidding, Dice Rolling",6.57351,"American West, Card Game","Bruno Cathala, Bruno Faidutti",1.6906
1246,https://boardgamegeek.com/boardgame/2596/villa-paletti,2596,Villa Paletti,2,4,30,30,30,2001,3474,https://cf.geekdo-images.com/images/pic168173.jpg,8,"Dice Rolling, Pattern Building",7.789524,"Action / Dexterity, Children's Game, Party Game",Bill Payne,1.1548
1255,https://boardgamegeek.com/boardgame/102237/drako,102237,Drako,2,2,30,30,30,2011,1646,https://cf.geekdo-images.com/images/pic1043729.jpg,8,"Action Point Allowance System, Campaign / Battle Card Driven, Grid Movement, Hand Management, Variable Player Powers",6.73394,"Fantasy, Fighting",Adam Ka?u?a,1.7745
1258,https://boardgamegeek.com/boardgame/638/hera-and-zeus,638,Hera and Zeus,2,2,30,30,30,2000,3028,https://cf.geekdo-images.com/images/pic63285.jpg,12,"Action Point Allowance System, Hand Management, Secret Unit Deployment",7.831956,"Bluffing, Card Game, Mythology",Richard Borg,2.0324
1265,https://boardgamegeek.com/boardgame/125/money,125,Money!,3,5,30,30,30,1999,2403,https://cf.geekdo-images.com/images/pic1664515.jpg,10,"Auction/Bidding, Set Collection, Simultaneous Action Selection",6.56257,Card Game,Reiner Knizia,1.5539
1270,https://boardgamegeek.com/boardgame/91523/mondo,91523,Mondo,1,4,30,20,30,2011,2098,https://cf.geekdo-images.com/images/pic1458279.jpg,8,"Pattern Building, Tile Placement",6.60624,"Animals, Environmental, Puzzle, Real-time",Michael Schacht,1.8016
1277,https://boardgamegeek.com/boardgame/81453/famiglia,81453,Famiglia,2,2,30,30,30,2010,2499,https://cf.geekdo-images.com/images/pic796978.jpg,10,"Card Drafting, Deck / Pool Building, Hand Management",6.54301,"Card Game, Mafia",Friedemann Friese,1.746
1288,https://boardgamegeek.com/boardgame/144553/builders-middle-ages,144553,The Builders: Middle Ages,2,4,30,30,30,2013,2635,https://cf.geekdo-images.com/images/pic1987602.jpg,10,"Action Point Allowance System, Card Drafting, Set Collection",7.852032,"City Building, Medieval",Fr_d_ric Henry,1.7799
1289,https://boardgamegeek.com/boardgame/172503/mage-wars-academy,172503,Mage Wars Academy,2,2,30,20,30,2015,614,https://cf.geekdo-images.com/images/pic2555236.png,0,"Dice Rolling, Variable Player Powers",8.998416,"Card Game, Fantasy, Fighting","Aaron Brosman, Matthew Burch, Bryan Pope",2.8947
1295,https://boardgamegeek.com/boardgame/207830/5-minute-dungeon,207830,5-Minute Dungeon,2,5,30,5,30,2017,620,https://cf.geekdo-images.com/images/pic3213622.png,8,"Co-operative Play, Hand Management, Variable Player Powers",8.487314,"Card Game, Fantasy, Fighting, Real-time",Connor Reid,1.0952
1297,https://boardgamegeek.com/boardgame/2533/kupferkessel-co,2533,Kupferkessel Co.,2,2,30,30,30,2001,1009,https://cf.geekdo-images.com/images/pic128371.jpg,8,"Modular Board, Set Collection",8.32614,"Card Game, Fantasy",Gônter Burkhardt,1.6772
1299,https://boardgamegeek.com/boardgame/145645/le-fantome-de-lopera,145645,Le Fant»me de l'Op_ra,2,2,30,30,30,2013,820,https://cf.geekdo-images.com/images/pic1726671.jpg,9,"Grid Movement, Variable Player Powers",7.12404,"Deduction, Novel-based","Bruno Cathala, Ludovic Maublanc",2.1818
1300,https://boardgamegeek.com/boardgame/1295/pente,1295,Pente,2,2,30,30,30,1977,2321,https://cf.geekdo-images.com/images/pic1476333.jpg,8,Pattern Building,7.947096,Abstract Strategy,"Tom Braunlich, Gary Gabrel",2.1082
1305,https://boardgamegeek.com/boardgame/45748/carcassonne-wheel-fortune,45748,Carcassonne: Wheel of Fortune,2,5,30,30,30,2009,891,https://cf.geekdo-images.com/images/pic587442.jpg,8,"Area Control / Area Influence, Tile Placement",7.768222,"City Building, Medieval, Territory Building",Klaus-Jôrgen Wrede,2.0645
1307,https://boardgamegeek.com/boardgame/2569/pick-picknic,2569,Pick Picknic,2,6,30,30,30,2001,2268,https://cf.geekdo-images.com/images/pic26444.jpg,8,"Dice Rolling, Hand Management, Simultaneous Action Selection",7.224635,"Animals, Bluffing, Card Game, Children's Game, Negotiation",Stefan Dorra,1.1966
1308,https://boardgamegeek.com/boardgame/174973/boss-monster-2-next-level,174973,Boss Monster 2: The Next Level,2,4,30,20,30,2015,1456,https://cf.geekdo-images.com/images/pic2451609.jpg,13,"Auction/Bidding, Hand Management, Player Elimination, Take That",6.8682,"Card Game, City Building, Expansion for Base-game, Fantasy, Video Game Theme","Johnny O'Neal, Chris O'Neal",1.7609
1313,https://boardgamegeek.com/boardgame/17025/friday-13th,17025,Friday the 13th,3,6,30,30,30,2005,3348,https://cf.geekdo-images.com/images/pic2032115.jpg,8,Hand Management,7.757628,Card Game,Reiner Knizia,1.2005
1314,https://boardgamegeek.com/boardgame/526/abalone,526,Abalone,2,2,30,30,30,1987,4633,https://cf.geekdo-images.com/images/pic685843.jpg,7,Grid Movement,6.43473,Abstract Strategy,"Michel Lalet, Laurent Levi",2.2192
1317,https://boardgamegeek.com/boardgame/6819/skat,6819,Skat,3,3,30,30,30,1810,688,https://cf.geekdo-images.com/images/pic1837483.jpg,10,"Auction/Bidding, Partnerships, Trick-taking",8.022993,Card Game,(Uncredited),3
1321,https://boardgamegeek.com/boardgame/38786/red-winter-soviet-attack-tolvajarvi-finland-8-12-d,38786,"Red Winter: The Soviet Attack at Tolvaj_rvi, Finland ? 8-12 December 1939",2,2,30,30,30,2012,408,https://cf.geekdo-images.com/images/pic1350669.jpg,12,"Hex-and-Counter, Simulation",9.614604,"Wargame, World War II",Mark Mokszycki,2.9846
1327,https://boardgamegeek.com/boardgame/174078/holmes-sherlock-mycroft,174078,Holmes: Sherlock & Mycroft,2,2,30,20,30,2015,789,https://cf.geekdo-images.com/images/pic2431481.jpg,10,"Card Drafting, Set Collection, Worker Placement",7.13721,"Card Game, Novel-based",Diego Iba_ez,1.8529
1333,https://boardgamegeek.com/boardgame/152242/ultimate-werewolf-deluxe-edition,152242,Ultimate Werewolf: Deluxe Edition,5,75,30,30,30,2014,738,https://cf.geekdo-images.com/images/pic1878492.png,8,"Partnerships, Player Elimination, Role Playing, Variable Player Powers, Voting",8.078323,"Bluffing, Card Game, Deduction, Horror, Murder/Mystery, Negotiation, Party Game",Ted Alspach,1.5909
1335,https://boardgamegeek.com/boardgame/37196/sorry-sliders,37196,Sorry! Sliders,1,4,30,30,30,2008,3287,https://cf.geekdo-images.com/images/pic358058.jpg,6,none,7.086453,"Action / Dexterity, Children's Game",Craig Van Ness,1.0635
1338,https://boardgamegeek.com/boardgame/217/la-carte,217,A la carte,2,4,30,30,30,1989,2639,https://cf.geekdo-images.com/images/pic599251.jpg,13,"Action Point Allowance System, Dice Rolling, Set Collection",7.799304,"Action / Dexterity, Party Game",Karl-Heinz Schmiel,1.3174
1339,https://boardgamegeek.com/boardgame/192074/odins-ravens-second-edition,192074,Odin's Ravens (second edition),2,2,30,15,30,2016,801,https://cf.geekdo-images.com/images/pic2643412.jpg,10,Hand Management,8.5572,"Animals, Card Game, Mythology, Racing",Thorsten Gimmler,1.3182
1345,https://boardgamegeek.com/boardgame/118418/divinare,118418,Divinare,2,4,30,30,30,2012,1270,https://cf.geekdo-images.com/images/pic1310445.jpg,13,"Card Drafting, Hand Management, Memory",7.446681,"Bluffing, Card Game, Deduction",Brett J. Gilbert,1.77
1357,https://boardgamegeek.com/boardgame/19427/gemblo,19427,Gemblo,2,6,30,30,30,2005,1130,https://cf.geekdo-images.com/images/pic1876379.jpg,6,none,6.86442,Abstract Strategy,Justin Oh,1.8976
1361,https://boardgamegeek.com/boardgame/31479/ubongo-extreme,31479,Ubongo Extreme,2,4,30,30,30,2007,1116,https://cf.geekdo-images.com/images/pic506918.jpg,8,Pattern Building,6.83016,"Puzzle, Real-time",Grzegorz Rejchtman,1.8876
1373,https://boardgamegeek.com/boardgame/125921/catan-junior,125921,Catan: Junior,2,4,30,30,30,2012,1429,https://cf.geekdo-images.com/images/pic1332510.jpg,6,"Dice Rolling, Route/Network Building",6.75057,"Children's Game, Dice, Nautical, Pirates",Klaus Teuber,1.5238
1384,https://boardgamegeek.com/boardgame/17240/s-life,17240,That's Life!,2,6,30,30,30,2005,2398,https://cf.geekdo-images.com/images/pic108094.jpg,8,"Dice Rolling, Modular Board, Roll / Spin and Move",7.157777,Humor,"Michael Kiesling, Wolfgang Kramer",1.3225
1395,https://boardgamegeek.com/boardgame/559/metro,559,Metro,2,6,30,30,30,1997,4637,https://cf.geekdo-images.com/images/pic3389098.jpg,8,"Route/Network Building, Tile Placement",6.36718,Trains,Dirk Henn,1.6996
1401,https://boardgamegeek.com/boardgame/949/twixt,949,Twixt,2,4,30,30,30,1964,2015,https://cf.geekdo-images.com/images/pic146608.jpg,12,Route/Network Building,6.58112,Abstract Strategy,Alex Randolph,2.3757
1412,https://boardgamegeek.com/boardgame/198525/lotus,198525,Lotus,2,4,30,30,30,2016,923,https://cf.geekdo-images.com/images/pic3068462.jpg,8,"Area Control / Area Influence, Hand Management",8.359764,Card Game,"Jordan Goddard, Mandy Goddard",1.6
