rank,bgg_url,game_id,name,min_players,max_players,gameplay_time,min_time,max_time,release_year,num_votes,image_url,age,mechanic,sales_last_month_thousands,category,designer,weight
3688,https://boardgamegeek.com/boardgame/128218/helvetia-cup,128218,Helvetia Cup,2,2,45,45,45,2012,161,https://cf.geekdo-images.com/images/pic1374977.jpg,10,Simulation,8.44068,"Fantasy, Sports","Frank Crittin, Gr_goire Largey",2.6923
3695,https://boardgamegeek.com/boardgame/200834/sola-fide-reformation,200834,Sola Fide: The Reformation,2,2,45,45,45,2016,213,https://cf.geekdo-images.com/images/pic3134077.jpg,12,"Area Control / Area Influence, Card Drafting, Simulation",7.941288,"Card Game, Educational, Political, Religious","Christian Leonhard, Jason Matthews",2
3698,https://boardgamegeek.com/boardgame/170146/dark-seas,170146,Dark Seas,2,4,45,45,45,2015,367,https://cf.geekdo-images.com/images/pic2330767.jpg,14,"Dice Rolling, Partnerships, Tile Placement",6.935126,"Dice, Pirates",Anthony Rubbo,1.8696
3747,https://boardgamegeek.com/boardgame/192351/world-monuments,192351,World Monuments,2,4,45,45,45,2016,298,https://cf.geekdo-images.com/images/pic2894296.jpg,8,"Set Collection, Worker Placement",6.44481,Renaissance,Piero Cioni,1.3636
3759,https://boardgamegeek.com/boardgame/131581/soccero-second-edition,131581,Soccero (second edition),2,2,45,45,45,2012,135,https://cf.geekdo-images.com/images/pic1443243.jpg,11,"Grid Movement, Roll / Spin and Move, Simulation",8.635116,Sports,"Jarmo Kuitunen, Martti Ojalainen",1.7333
3766,https://boardgamegeek.com/boardgame/181811/tatsu,181811,Tatsu,2,2,45,30,45,2016,174,https://cf.geekdo-images.com/images/pic2616564.jpg,8,Roll / Spin and Move,8.33448,Abstract Strategy,John Yianni,2
3769,https://boardgamegeek.com/boardgame/86415/cornerstone-essential,86415,Cornerstone Essential,2,4,45,45,45,2010,188,https://cf.geekdo-images.com/images/pic842780.jpg,8,"Dice Rolling, Partnerships, Route/Network Building",8.059212,"Abstract Strategy, Action / Dexterity",Matt Mette,1.6667
3782,https://boardgamegeek.com/boardgame/91666/crossboule,91666,Crossboule,1,6,45,45,45,2008,136,https://cf.geekdo-images.com/images/pic1073418.jpg,6,Area Control / Area Influence,8.495736,Action / Dexterity,Mark Calin Caliman,1.125
3783,https://boardgamegeek.com/boardgame/33155/burrows,33155,Burrows,2,5,45,45,45,2010,342,https://cf.geekdo-images.com/images/pic650564.jpg,10,Tile Placement,6.26199,Abstract Strategy,Jeb Havens,1.5
3786,https://boardgamegeek.com/boardgame/2254/title-bout,2254,Title Bout,1,2,45,45,45,1979,243,https://cf.geekdo-images.com/images/pic56261.jpg,12,"Area Movement, Simulation, Simultaneous Action Selection, Variable Player Powers",7.296355,"Fighting, Sports","James Trunzo, Tom Trunzo",2.1795
3803,https://boardgamegeek.com/boardgame/184866/wings-baron-second-edition,184866,Wings for the Baron (second edition),3,5,45,45,0,2015,118,https://cf.geekdo-images.com/images/pic2682989.jpg,13,"Hand Management, Simultaneous Action Selection, Variable Player Powers",7.3339,"Aviation / Flight, Industry / Manufacturing, World War I",Dave Townsend,2.5833
3813,https://boardgamegeek.com/boardgame/145393/gem-rush,145393,Gem Rush,1,6,45,45,45,2013,184,https://cf.geekdo-images.com/images/pic1727256.jpg,13,"Co-operative Play, Hand Management, Modular Board, Set Collection, Tile Placement",6.80082,"Exploration, Fantasy",Jeremy Lennert,1.8
3820,https://boardgamegeek.com/boardgame/1509/dogfight,1509,Dogfight,2,4,45,45,45,1962,367,https://cf.geekdo-images.com/images/pic204982.jpg,10,"Hand Management, Roll / Spin and Move",6.26798,"Aviation / Flight, Wargame, World War I",(Uncredited),1.4375
3823,https://boardgamegeek.com/boardgame/661/wheres-bobs-hat,661,Where's Bob's Hat?,3,5,45,45,45,1990,379,https://cf.geekdo-images.com/images/pic244547.jpg,10,Trick-taking,6.842264,Card Game,Alan R. Moon,1.5952
3824,https://boardgamegeek.com/boardgame/5941/mermaid-rain,5941,Mermaid Rain,3,6,45,45,45,2003,303,https://cf.geekdo-images.com/images/pic935669.jpg,10,"Hand Management, Set Collection, Tile Placement",6.32327,Exploration,"Keiji Kariya, Hitoshi Yasuda",2.2105
3831,https://boardgamegeek.com/boardgame/85800/octopus-garden,85800,Octopus' Garden,2,4,45,45,45,2011,190,https://cf.geekdo-images.com/images/pic1052474.jpg,10,"Set Collection, Tile Placement",8.037312,Animals,Roberta Taylor,1.4706
3835,https://boardgamegeek.com/boardgame/170202/floating-market,170202,Floating Market,2,5,45,30,45,2015,300,https://cf.geekdo-images.com/images/pic2337868.png,13,"Betting/Wagering, Dice Rolling, Worker Placement",6.965387,Dice,"Ben Pinchback, Matt Riddle",1.6087
3840,https://boardgamegeek.com/boardgame/40550/star-trek-customizable-card-game-second-edition,40550,Star Trek Customizable Card Game (Second Edition),2,2,45,45,45,2002,194,https://cf.geekdo-images.com/images/pic430313.jpg,0,"Action Point Allowance System, Secret Unit Deployment",8.063508,"Card Game, Collectible Components, Movies / TV / Radio theme, Science Fiction, Space Exploration","Brad Defruiter, Evan Lorentz",3.3077
3873,https://boardgamegeek.com/boardgame/65272/cyrano,65272,Cyrano,4,9,45,45,45,2010,178,https://cf.geekdo-images.com/images/pic663457.jpg,8,"Simultaneous Action Selection, Storytelling, Voting",6.70843,"Party Game, Word Game","Ludovic Maublanc, Angèle Maublanc",1.2857
3918,https://boardgamegeek.com/boardgame/26138/dungeon-twister-collectors-box,26138,Dungeon Twister Collectors Box,2,2,45,45,45,2006,92,https://cf.geekdo-images.com/images/pic155253.jpg,11,"Action Point Allowance System, Hand Management, Modular Board, Secret Unit Deployment, Tile Placement, Variable Player Powers",8.46043,"Adventure, Exploration, Fantasy, Fighting, Maze, Miniatures",Christophe Boelinger,3
3935,https://boardgamegeek.com/boardgame/177702/warehouse-51,177702,Warehouse 51,3,5,45,30,45,2015,274,https://cf.geekdo-images.com/images/pic2591749.png,10,"Auction/Bidding, Set Collection",6.981392,"Card Game, Mythology","Bruno Faidutti, S_rgio Halaban, Andr_ Zatz",1.9
3944,https://boardgamegeek.com/boardgame/128537/gentlemen-thieves,128537,Gentlemen Thieves,2,5,45,45,45,2012,306,https://cf.geekdo-images.com/images/pic1421066.jpg,10,"Card Drafting, Set Collection",6.2727,Card Game,"Charles Chevallier, Catherine Dumas, Pascal Pelemans",1.8
3945,https://boardgamegeek.com/boardgame/352/trumpet,352,Trumpet,2,6,45,45,45,1990,465,https://cf.geekdo-images.com/images/pic3501076.jpg,9,Trick-taking,6.09658,Card Game,Phil Orbanes Sr.,1.4737
3949,https://boardgamegeek.com/boardgame/102681/21-mutinies-arrr-edition,102681,21 Mutinies Arrr! Edition,2,5,45,45,45,2013,191,https://cf.geekdo-images.com/images/pic1040168.jpg,10,"Hand Management, Variable Phase Order, Worker Placement",8.106156,"Economic, Pirates",Perepau Llistosella,2.4
3966,https://boardgamegeek.com/boardgame/6627/scream-machine,6627,Scream Machine,3,6,45,45,45,2003,516,https://cf.geekdo-images.com/images/pic1193327.jpg,7,"Action Point Allowance System, Card Drafting, Set Collection",6.632384,Card Game,Joe Huber (I),1.5429
3975,https://boardgamegeek.com/boardgame/440/zoff-buffalo,440,Zoff in Buffalo,2,5,45,45,45,1998,263,https://cf.geekdo-images.com/images/pic392776.jpg,12,Simultaneous Action Selection,6.987717,"American West, Farming",Christwart Conrad,2.0333
3978,https://boardgamegeek.com/boardgame/867/morisi,867,Morisi,2,4,45,45,45,2000,227,https://cf.geekdo-images.com/images/pic296589.jpg,10,"Modular Board, Route/Network Building",7.162595,Transportation,Corn_ van Moorsel,2.1
3984,https://boardgamegeek.com/boardgame/128137/damage-report,128137,Damage Report,2,6,45,45,45,2014,217,https://cf.geekdo-images.com/images/pic1740401.png,10,"Co-operative Play, Modular Board, Pick-up and Deliver, Simultaneous Action Selection, Variable Player Powers",6.55286,"Real-time, Science Fiction",Alex Barbieri,2.6
4009,https://boardgamegeek.com/boardgame/2938/zatre,2938,Zatre,2,6,45,45,45,1990,255,https://cf.geekdo-images.com/images/pic98026.jpg,8,Tile Placement,6.38725,Abstract Strategy,Manfred Schuling,2.0455
4011,https://boardgamegeek.com/boardgame/2838/loaded-questions,2838,Loaded Questions,3,6,45,45,45,1997,795,https://cf.geekdo-images.com/images/pic622237.jpg,13,none,5.96148,Party Game,Eric Poses,1.3
4013,https://boardgamegeek.com/boardgame/82272/railroad-barons,82272,Railroad Barons,2,2,45,45,45,2010,270,https://cf.geekdo-images.com/images/pic1249879.jpg,12,"Card Drafting, Stock Holding",6.28652,"Card Game, Economic, Trains",Helmut Ohley,3.0303
4015,https://boardgamegeek.com/boardgame/1380/jockey,1380,Jockey,2,6,45,45,45,1973,294,https://cf.geekdo-images.com/images/pic1249414.jpg,12,Betting/Wagering,6.29898,"Animals, Racing, Sports",S. Spencer,1.4839
4019,https://boardgamegeek.com/boardgame/202732/raise-your-goblets,202732,Raise Your Goblets,2,12,45,20,45,2016,421,https://cf.geekdo-images.com/images/pic3132188.jpg,8,"Hand Management, Memory, Partnerships, Variable Player Powers",6.752427,"Deduction, Humor, Memory, Party Game",Tim Page,1.6
4020,https://boardgamegeek.com/boardgame/376/druidenwalzer,376,DruidenWalzer,2,2,45,45,45,1999,718,https://cf.geekdo-images.com/images/pic2649906.jpg,12,Point to Point Movement,5.95235,Card Game,Michael Rieneck,2.3684
4025,https://boardgamegeek.com/boardgame/2610/kardinal-konig-das-kartenspiel,2610,Kardinal & K_nig: Das Kartenspiel,3,5,45,45,45,2001,156,https://cf.geekdo-images.com/images/pic514076.jpg,11,"Card Drafting, Set Collection",6.80668,"Card Game, Print & Play",Michael Schacht,2.5714
4047,https://boardgamegeek.com/boardgame/143680/nightfall-eastern-skies,143680,Nightfall: Eastern Skies,2,5,45,45,45,2013,85,https://cf.geekdo-images.com/images/pic1683713.png,12,"Card Drafting, Deck / Pool Building, Hand Management, Variable Player Powers",7.70882,"Bluffing, Card Game",David Gregg,2.6667
4058,https://boardgamegeek.com/boardgame/112381/abaddon,112381,Abaddon,2,4,45,45,45,2012,161,https://cf.geekdo-images.com/images/pic1225799.jpg,14,"Dice Rolling, Hand Management",6.7541,"Miniatures, Science Fiction, Wargame",Richard Borg,2.2
4064,https://boardgamegeek.com/boardgame/1566/simply-cosmic,1566,Simply Cosmic,2,4,45,45,45,1995,215,https://cf.geekdo-images.com/images/pic291138.jpg,10,Variable Player Powers,7.118276,"Negotiation, Science Fiction","Bill Eberle, Jack Kittredge",2.7647
4074,https://boardgamegeek.com/boardgame/138317/trains-and-stations,138317,Trains and Stations,3,5,45,45,45,2013,703,https://cf.geekdo-images.com/images/pic2726917.jpg,14,"Dice Rolling, Route/Network Building",6.536068,Trains,Eric M. Lang,1.7963
4075,https://boardgamegeek.com/boardgame/66608/two-two,66608,Two by Two,2,4,45,45,45,2010,407,https://cf.geekdo-images.com/images/pic667347.jpg,8,"Set Collection, Tile Placement",6.09952,"Animals, Environmental, Exploration, Mythology, Nautical, Religious",Rob Bartel,1.5111
4077,https://boardgamegeek.com/boardgame/173804/gruff,173804,Gruff,2,4,45,20,45,2015,182,https://cf.geekdo-images.com/images/pic2450633.jpg,11,Campaign / Battle Card Driven,7.460783,Fantasy,Brent Critchfield,3
4085,https://boardgamegeek.com/boardgame/4642/sports-illustrated-baseball,4642,Sports Illustrated Baseball,1,2,45,45,45,1972,149,https://cf.geekdo-images.com/images/pic56272.jpg,12,Dice Rolling,8.424156,"Dice, Sports",David S. Neft,1.9545
4090,https://boardgamegeek.com/boardgame/3242/clash-gladiators,3242,Clash of the Gladiators,2,5,45,45,45,2002,875,https://cf.geekdo-images.com/images/pic10202.jpg,10,"Dice Rolling, Player Elimination",6.478021,"Ancient, Fighting",Reiner Knizia,1.5258
4092,https://boardgamegeek.com/boardgame/1519/kult,1519,Kult,2,99,45,45,45,1995,186,https://cf.geekdo-images.com/images/pic492312.jpg,14,Variable Player Powers,6.70274,"Card Game, Collectible Components, Fighting, Horror, Mature / Adult",Bryan Winter,2.5238
4103,https://boardgamegeek.com/boardgame/108783/dr-shark,108783,Dr. Shark,2,6,45,45,45,2011,265,https://cf.geekdo-images.com/images/pic1134465.jpg,8,"Area Movement, Set Collection",6.924599,"Action / Dexterity, Spies/Secret Agents","Antoine Bauza, Bruno Cathala",1.6316
4121,https://boardgamegeek.com/boardgame/15235/legends-old-west,15235,Legends of the Old West,2,8,45,45,45,2004,116,https://cf.geekdo-images.com/images/pic232875.jpg,12,"Dice Rolling, Modular Board, Variable Player Powers",7.950822,"American West, Fighting, Miniatures, Wargame","Mark Latham, Rick Priestley",2.5833
4126,https://boardgamegeek.com/boardgame/40370/islas-canarias,40370,Islas Canarias,2,5,45,45,45,2009,247,https://cf.geekdo-images.com/images/pic432779.jpg,0,Hand Management,6.35,"Civilization, Pirates",Leo Colovini,2.0968
4158,https://boardgamegeek.com/boardgame/216658/smash-what-were-we-thinking,216658,Smash Up: What Were We Thinking?,2,2,45,45,0,2017,86,https://cf.geekdo-images.com/images/pic3311945.jpg,14,none,7.87419,Card Game,Paul Peterson,2
4173,https://boardgamegeek.com/boardgame/176963/dadaocheng,176963,Dadaocheng,1,4,45,45,45,2015,132,https://cf.geekdo-images.com/images/pic2575639.jpg,10,"Dice Rolling, Pattern Building, Pattern Recognition",6.92008,"Dice, Economic, Puzzle","Eason Kao, Tsai Huei-Chiang",2.6667
4177,https://boardgamegeek.com/boardgame/3341/burn-rate,3341,Burn Rate,2,4,45,45,45,2002,563,https://cf.geekdo-images.com/images/pic643192.jpg,13,"Card Drafting, Hand Management, Take That",6.641514,"Card Game, Economic",Rich Koehler,1.6
4190,https://boardgamegeek.com/boardgame/134/cape-horn,134,Cape Horn,3,5,45,45,45,1999,516,https://cf.geekdo-images.com/images/pic607819.jpg,12,Tile Placement,6.00494,"Nautical, Racing",Thorsten Gimmler,2.0244
4192,https://boardgamegeek.com/boardgame/83068/1955-war-espionage,83068,1955: The War of Espionage,2,2,45,15,45,2011,343,https://cf.geekdo-images.com/images/pic1114402.jpg,13,Hand Management,6.797362,"Card Game, Spies/Secret Agents",Kevin G. Nunn,2.1515
4196,https://boardgamegeek.com/boardgame/24933/cranium-pop-5,24933,Cranium Pop 5,4,12,45,45,45,2006,272,https://cf.geekdo-images.com/images/pic152671.jpg,18,Acting,6.912818,"Electronic, Movies / TV / Radio theme, Music, Party Game",(Uncredited),1.1667
4199,https://boardgamegeek.com/boardgame/2543/pompeji,2543,Pompeji,2,4,45,45,45,2001,289,https://cf.geekdo-images.com/images/pic2710411.jpg,12,"Hand Management, Press Your Luck, Tile Placement",6.24239,"Ancient, Card Game",Frank Brandt,1.5417
4209,https://boardgamegeek.com/boardgame/2353/muscat,2353,Muscat,3,5,45,45,45,2001,207,https://cf.geekdo-images.com/images/pic696655.jpg,10,"Rock-Paper-Scissors, Tile Placement",6.41248,"Abstract Strategy, Arabian",Christiane Knepel,2.3889
4235,https://boardgamegeek.com/boardgame/40759/cartagena-die-meuterei,40759,Cartagena: Die Meuterei,2,4,45,45,45,2009,206,https://cf.geekdo-images.com/images/pic446590.jpg,10,none,7.700976,"Adventure, Pirates",Michael Rieneck,2.1875
4245,https://boardgamegeek.com/boardgame/109/wettstreit-der-baumeister,109,Wettstreit der Baumeister,3,4,45,45,45,1994,362,https://cf.geekdo-images.com/images/pic613651.jpg,10,Auction/Bidding,6.12442,City Building,Jean du Poïl,2
4246,https://boardgamegeek.com/boardgame/105199/space-mission,105199,Space Mission,2,5,45,45,45,2011,385,https://cf.geekdo-images.com/images/pic1099053.jpg,10,"Hand Management, Modular Board, Set Collection",6.10312,"Science Fiction, Space Exploration",Matt Worden,1.8286
4248,https://boardgamegeek.com/boardgame/8232/zauberschwert-drachenei,8232,Zauberschwert & Drachenei,2,4,45,45,45,2003,353,https://cf.geekdo-images.com/images/pic34353.jpg,12,"Auction/Bidding, Set Collection, Trading",6.734277,"Bluffing, Card Game, Fantasy, Fighting, Negotiation",Jochen Schwinghammer,1.9412
4256,https://boardgamegeek.com/boardgame/6554/lawless,6554,Lawless,2,6,45,45,45,2003,392,https://cf.geekdo-images.com/images/pic96691.jpg,10,"Action Point Allowance System, Card Drafting, Set Collection",6.09143,"American West, Card Game, Humor",Bruno Cathala,1.8095
4261,https://boardgamegeek.com/boardgame/1329/hyle,1329,Hyle,2,2,45,45,45,1979,157,https://cf.geekdo-images.com/images/pic50713.jpg,10,"Grid Movement, Pattern Building, Tile Placement, Variable Player Powers",8.075544,Abstract Strategy,Eric Solomon,2.9231
4262,https://boardgamegeek.com/boardgame/1253/limits,1253,Limits,2,6,45,45,45,2001,519,https://cf.geekdo-images.com/images/pic184047.jpg,8,none,5.97852,"Card Game, Memory",Uwe Rosenberg,1.1379
4263,https://boardgamegeek.com/boardgame/3679/ramparts,3679,Ramparts,2,4,45,45,45,1993,289,https://cf.geekdo-images.com/images/pic126035.jpg,12,"Point to Point Movement, Tile Placement",6.25761,"Abstract Strategy, City Building",Rudi Hoffmann,2.375
4269,https://boardgamegeek.com/boardgame/38858/strada-romana,38858,Strada Romana,2,5,45,45,45,2009,325,https://cf.geekdo-images.com/images/pic515637.jpg,8,"Action Point Allowance System, Betting/Wagering, Pick-up and Deliver, Set Collection",6.810419,"Ancient, Transportation, Travel",Walter Obert,2.0833
4270,https://boardgamegeek.com/boardgame/3852/star-trek-customizable-card-game-first-edition,3852,Star Trek: Customizable Card Game (first edition),2,2,45,45,45,1994,884,https://cf.geekdo-images.com/images/pic92060.jpg,10,"Hand Management, Set Collection",5.96276,"Card Game, Collectible Components, Movies / TV / Radio theme, Science Fiction","Tom Braunlich, Evan Lorentz, Bill Martinson, Jason Robinette, Roland L. Tesh",2.7195
4281,https://boardgamegeek.com/boardgame/162152/ciub,162152,Ciìb,2,4,45,45,45,2014,312,https://cf.geekdo-images.com/images/pic2275795.jpg,10,"Dice Rolling, Set Collection",6.19446,Dice,Thomas Lehmann,1.9062
4307,https://boardgamegeek.com/boardgame/16177/konig-salomons-schatzkammer,16177,K_nig Salomons Schatzkammer,2,5,45,45,45,2005,167,https://cf.geekdo-images.com/images/pic144916.jpg,8,none,7.228056,"Adventure, Exploration",Alessandro Saragosa,2.1111
4308,https://boardgamegeek.com/boardgame/9556/snatch,9556,Snatch,2,10,45,45,45,2001,234,https://cf.geekdo-images.com/images/pic107600.jpg,8,"Pattern Building, Pattern Recognition",6.35598,Word Game,(Uncredited),1.7576
4330,https://boardgamegeek.com/boardgame/145424/cafe-melange,145424,Caf_ Melange,2,4,45,45,45,2013,151,https://cf.geekdo-images.com/images/pic1765486.jpg,10,none,7.345668,Deduction,Stephan Riedel,2.2667
4335,https://boardgamegeek.com/boardgame/35801/lungarno,35801,Lungarno,2,5,45,45,45,2008,369,https://cf.geekdo-images.com/images/pic400845.jpg,8,Tile Placement,6.784261,"City Building, Economic, Renaissance",Michele Mura,2.1818
4336,https://boardgamegeek.com/boardgame/175510/soulfall,175510,Soulfall,2,4,45,30,45,2015,178,https://cf.geekdo-images.com/images/pic2463186.jpg,0,"Action Point Allowance System, Area Control / Area Influence",6.50685,"Card Game, Territory Building",John Clowdus,2.2857
4345,https://boardgamegeek.com/boardgame/46362/high-noon-saloon,46362,High Noon Saloon,2,6,45,45,45,2011,238,https://cf.geekdo-images.com/images/pic1120742.jpg,10,"Area Movement, Hand Management",6.41029,"American West, Card Game","Cliff Bohm, Geoff Bottone",1.625
4348,https://boardgamegeek.com/boardgame/56880/el-paso,56880,El Paso,2,5,45,45,45,2009,263,https://cf.geekdo-images.com/images/pic562154.jpg,10,"Betting/Wagering, Card Drafting, Dice Rolling, Press Your Luck",6.21738,American West,Stefan Dorra,1.9394
4351,https://boardgamegeek.com/boardgame/68250/objective-kiev,68250,Objective: Kiev,2,2,45,45,45,2010,133,https://cf.geekdo-images.com/images/pic685491.jpg,12,Hex-and-Counter,6.87086,"Wargame, World War II",Frank Chadwick,1.8333
4380,https://boardgamegeek.com/boardgame/70916/rockband-manager,70916,Rockband Manager,3,6,45,45,45,2010,394,https://cf.geekdo-images.com/images/pic1180635.jpg,14,Auction/Bidding,6.07916,"Card Game, Music",Antoine Bauza,1.8378
4383,https://boardgamegeek.com/boardgame/2301/new-dungeon,2301,The New Dungeon!,1,6,45,45,45,1989,432,https://cf.geekdo-images.com/images/pic183293.jpg,8,"Role Playing, Roll / Spin and Move, Variable Player Powers",6.09796,"Adventure, Dice, Exploration, Fantasy, Fighting, Medieval","Jeff Grubb, David R. Megarry, Steve Winter",1.68
4384,https://boardgamegeek.com/boardgame/3133/captain-parks-imaginary-polar-expedition,3133,Captain Park's Imaginary Polar Expedition,3,7,45,45,45,2002,363,https://cf.geekdo-images.com/images/pic236627.jpg,10,Hand Management,6.698791,none,James Ernest,1.5577
4408,https://boardgamegeek.com/boardgame/263/manitou,263,Manitou,2,4,45,45,45,1997,331,https://cf.geekdo-images.com/images/pic158910.jpg,12,Hand Management,6.731439,Card Game,Gônter Burkhardt,1.963
4416,https://boardgamegeek.com/boardgame/165748/psycho-raiders,165748,Psycho Raiders,2,7,45,45,45,2014,70,https://cf.geekdo-images.com/images/pic2263248.jpg,18,Hex-and-Counter,7.92214,"Horror, Mature / Adult, Racing","Mat Brinkman, Jochen Hartmann, Nate Hayden",2.6667
4432,https://boardgamegeek.com/boardgame/9354/privacy,9354,Privacy,5,12,45,45,45,2004,175,https://cf.geekdo-images.com/images/pic215544.jpg,16,Voting,7.1852,"Mature / Adult, Party Game",Reinhard Staupe,1.125
4447,https://boardgamegeek.com/boardgame/26054/black-stories-3,26054,Black Stories 3,2,15,45,45,45,2006,295,https://cf.geekdo-images.com/images/pic154093.jpg,14,none,6.833277,"Card Game, Deduction, Horror, Humor, Murder/Mystery, Party Game",Holger B_sch,1.3125
4449,https://boardgamegeek.com/boardgame/131183/wings-glory-ww2-rules-and-accessories-pack,131183,Wings of Glory: WW2 Rules and Accessories Pack,2,99,45,45,45,2013,92,https://cf.geekdo-images.com/images/pic1431294.jpg,8,"Simulation, Simultaneous Action Selection",7.72228,"Aviation / Flight, Card Game, Expansion for Base-game, Miniatures, Wargame, World War II","Andrea Angiolino, Pier Giorgio Paglia",2.6667
4453,https://boardgamegeek.com/boardgame/8630/advanced-space-crusade,8630,Advanced Space Crusade,2,2,45,45,45,1990,248,https://cf.geekdo-images.com/images/pic1411445.jpg,12,"Dice Rolling, Modular Board, Tile Placement",7.690116,"Adventure, Fighting, Miniatures, Science Fiction","Simon Forrest, Jervis Johnson",2.7
4459,https://boardgamegeek.com/boardgame/176564/scoundrel-society,176564,Scoundrel Society,2,5,45,30,45,2015,141,https://cf.geekdo-images.com/images/pic2677617.jpg,14,"Card Drafting, Hand Management, Set Collection, Simultaneous Action Selection, Take That",6.81099,"Bluffing, Card Game","Travis R. Chance, Nick Little",1.75
4462,https://boardgamegeek.com/boardgame/155802/korrigans,155802,Korrigans,2,5,45,45,45,2014,186,https://cf.geekdo-images.com/images/pic1945189.jpg,8,Area Movement,7.767672,Fantasy,"Arnaud Urbon, Ludovic Vialla",1.5385
4470,https://boardgamegeek.com/boardgame/93400/paperclip-railways,93400,Paperclip Railways,2,5,45,45,45,2011,160,https://cf.geekdo-images.com/images/pic933477.jpg,10,"Route/Network Building, Tile Placement",7.9191,"Card Game, Territory Building, Trains",Tony Boydell,2.5333
4479,https://boardgamegeek.com/boardgame/144382/canalis,144382,Canalis,2,4,45,45,45,2013,209,https://cf.geekdo-images.com/images/pic1714197.jpg,12,"Card Drafting, Route/Network Building, Tile Placement, Variable Player Powers",6.980578,"Card Game, City Building, Renaissance",Philip duBarry,2.75
4483,https://boardgamegeek.com/boardgame/8790/activity,8790,Activity,3,16,45,45,45,1990,554,https://cf.geekdo-images.com/images/pic155093.jpg,12,"Acting, Dice Rolling, Line Drawing, Partnerships",6.00271,"Card Game, Party Game","Ulrike Catty, Paul Catty, Hans Fôhrer, Maria Fôhrer, Ernst Fôhrer",1.1765
4492,https://boardgamegeek.com/boardgame/197072/high-treason-trial-louis-riel,197072,High Treason: The Trial of Louis Riel,2,2,45,30,45,2016,72,https://cf.geekdo-images.com/images/pic2967682.jpg,13,"Hand Management, Simulation",8.437913,"Card Game, Deduction, Educational",Alex Berry,2.5
4505,https://boardgamegeek.com/boardgame/175541/cuisine-la-card,175541,Cuisine a la Card,2,4,45,15,45,2016,108,https://cf.geekdo-images.com/images/pic3246688.jpg,13,"Deck / Pool Building, Hand Management",7.840756,Card Game,Dani Demarest,2
4510,https://boardgamegeek.com/boardgame/134626/golden-horn-von-venedig-nach-konstantinopel,134626,Golden Horn: Von Venedig nach Konstantinopel,2,4,45,45,45,2013,186,https://cf.geekdo-images.com/images/pic1494225.jpg,8,"Modular Board, Pick-up and Deliver, Set Collection",7.07608,"Medieval, Transportation",Leo Colovini,1.75
4512,https://boardgamegeek.com/boardgame/144789/sheep-race,144789,The Sheep Race,2,6,45,45,45,2013,170,https://cf.geekdo-images.com/images/pic1714028.jpg,10,"Betting/Wagering, Dice Rolling, Grid Movement",7.881888,"Animals, Dice, Miniatures, Racing, Sports",Roberto Mancino,1.5714
4538,https://boardgamegeek.com/boardgame/7718/penguin-ultimatum,7718,The Penguin Ultimatum,2,4,45,45,45,2003,255,https://cf.geekdo-images.com/images/pic668494.jpg,10,"Area Control / Area Influence, Set Collection, Tile Placement",6.22196,"Abstract Strategy, Animals, Card Game, Humor, Puzzle",Jim Doherty,1.8333
4560,https://boardgamegeek.com/boardgame/3340/hard-vacuum,3340,Hard Vacuum,2,8,45,45,45,2000,83,https://cf.geekdo-images.com/images/pic235374.jpg,12,"Action / Movement Programming, Hex-and-Counter, Simulation, Simultaneous Action Selection",7.33976,"Fighting, Science Fiction, Wargame, World War II","Darrell Hayhurst, Neal Sofge",2.7143
4580,https://boardgamegeek.com/boardgame/35662/caesar-xl,35662,Caesar XL,2,2,45,45,45,2008,104,https://cf.geekdo-images.com/images/pic322093.jpg,0,"Dice Rolling, Point to Point Movement",7.00817,"Ancient, Wargame",Joseph Miranda,2.0455
4585,https://boardgamegeek.com/boardgame/31612/sultan,31612,Sultan,2,5,45,30,45,2007,351,https://cf.geekdo-images.com/images/pic586388.jpg,8,"Auction/Bidding, Set Collection",6.708042,"Arabian, Bluffing, Card Game","S_rgio Halaban, Andr_ Zatz",1.2558
4609,https://boardgamegeek.com/boardgame/268/cheops,268,Cheops,2,5,45,45,45,1998,246,https://cf.geekdo-images.com/images/pic1289537.jpg,9,"Commodity Speculation, Set Collection, Tile Placement",6.19837,Ancient,Klaus Paal,2.2273
4611,https://boardgamegeek.com/boardgame/2135/edge,2135,On the Edge,2,5,45,45,45,1994,301,https://cf.geekdo-images.com/images/pic286634.jpg,12,none,6.13422,"Card Game, Collectible Components, Fighting","John Nephew, Jonathan Tweet",2.3913
4619,https://boardgamegeek.com/boardgame/127275/fairy-land,127275,Fairy Land,2,4,45,45,45,2012,144,https://cf.geekdo-images.com/images/pic1384617.jpg,12,"Auction/Bidding, Set Collection",7.939164,"Animals, Card Game",Luca Iennaco,2.0714
4645,https://boardgamegeek.com/boardgame/127438/star-wars-angriff-der-klonkrieger,127438,Star Wars: Angriff der Klonkrieger,2,4,45,45,45,2012,158,https://cf.geekdo-images.com/images/pic1359769.jpg,8,Co-operative Play,7.097453,"Movies / TV / Radio theme, Science Fiction","Inka Brand, Markus Brand",2.0556
4647,https://boardgamegeek.com/boardgame/161995/hexemonia,161995,Hexemonia,2,4,45,30,45,2014,135,https://cf.geekdo-images.com/images/pic2236565.jpg,13,"Hand Management, Modular Board, Set Collection",8.036004,"City Building, Mythology, Territory Building",Fabio Attoli,2.6364
